id,Breed1,Breed2,Breed3
sample_2413,1,0,0
sample_2414,0,0,1
sample_2415,1,0,0
sample_2416,0,1,0
sample_2417,0,0,1
sample_2418,1,0,0
sample_2419,0,0,1
sample_2420,1,0,0
sample_2421,0,0,1
sample_2422,0,0,1
sample_2423,1,0,0
sample_2424,0,1,0
sample_2425,0,1,0
sample_2426,0,1,0
sample_2427,1,0,0
sample_2428,1,0,0
sample_2429,0,1,0
sample_2430,0,0,1
sample_2431,1,0,0
sample_2432,0,1,0
sample_2433,0,1,0
sample_2434,1,0,0
sample_2435,0,0,1
sample_2436,1,0,0
sample_2437,1,0,0
sample_2438,0,0,1
sample_2439,0,0,1
sample_2440,1,0,0
sample_2441,1,0,0
sample_2442,0,1,0
sample_2443,1,0,0
sample_2444,1,0,0
sample_2445,1,0,0
sample_2446,0,1,0
sample_2447,1,0,0
sample_2448,0,1,0
sample_2449,0,1,0
sample_2450,1,0,0
sample_2451,0,1,0
sample_2452,1,0,0
sample_2453,1,0,0
sample_2454,0,0,1
sample_2455,1,0,0
sample_2456,1,0,0
sample_2457,0,0,1
sample_2458,1,0,0
sample_2459,0,1,0
sample_2460,0,1,0
sample_2461,0,1,0
sample_2462,0,1,0
sample_2463,0,0,1
sample_2464,0,1,0
sample_2465,0,1,0
sample_2466,1,0,0
sample_2467,1,0,0
sample_2468,0,0,1
sample_2469,0,1,0
sample_2470,0,1,0
sample_2471,1,0,0
sample_2472,0,1,0
sample_2473,0,0,1
sample_2474,1,0,0
sample_2475,1,0,0
sample_2476,0,0,1
sample_2477,1,0,0
sample_2478,0,1,0
sample_2479,0,1,0
sample_2480,0,0,1
sample_2481,0,0,1
sample_2482,0,1,0
sample_2483,1,0,0
sample_2484,1,0,0
sample_2485,0,1,0
sample_2486,0,1,0
sample_2487,0,0,1
sample_2488,0,0,1
sample_2489,0,0,1
sample_2490,0,1,0
sample_2491,0,1,0
sample_2492,1,0,0
sample_2493,0,1,0
sample_2494,0,1,0
sample_2495,1,0,0
sample_2496,1,0,0
sample_2497,0,0,1
sample_2498,0,1,0
sample_2499,0,0,1
sample_2500,0,1,0
